Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Lee, J; Skinkis, PA",,,,"Lee, Jungmin; Skinkis, Patricia A.",,,Oregon 'Pinot noir' grape anthocyanin enhancement by early leaf removal,FOOD CHEMISTRY,,,,,,,,,,,,,,,,,"Lee, Jungmin/G-6555-2013; Lee, Jungmin/J-1113-2019","Lee, Jungmin/0000-0002-8660-9444; Lee, Jungmin/0000-0002-8660-9444; Skinkis, Patricia/0000-0003-1752-476X",,,,,,,,,,,,,0308-8146,1873-7072,,,,01-Jul,2013,139,04-Jan,,,,,893,901,,10.1016/j.foodchem.2013.02.022,http://dx.doi.org/10.1016/j.foodchem.2013.02.022,,,,,,,,23561187,,,,,WOS:000318200900119,View Full Record in Web of Science
J,"Cardoso, M; Diniz, I; Cabral, A; Rego, C; Oliveira, H",,,,"Cardoso, Margarida; Diniz, Ines; Cabral, Ana; Rego, Cecilia; Oliveira, Helena",,,Unveiling inoculum sources of black foot pathogens in a commercial grapevine nursery,PHYTOPATHOLOGIA MEDITERRANEA,,,,,,,,,,,,,,,,,"Diniz, Inês/I-8326-2017; Cabral, Ana/HTN-0713-2023; Diniz, Inês/ABB-7791-2020; Cabral, Ana/J-9799-2013","Diniz, Inês/0000-0003-0193-4385; Diniz, Inês/0000-0003-0193-4385; Cabral, Ana/0000-0001-5007-7661; Nunes Farinha Rego, Maria Cecilia/0000-0001-8952-537X; Oliveira, Helena/0000-0002-8274-9757",,,,,,,,,,,,,0031-9465,,,,,,2013,52,2,,,SI,,298,312,,,,,,,,,,,,,,,,WOS:000324161800005,View Full Record in Web of Science
J,"Di Filippo, M; Vila, H",,,,"Di Filippo, Marina; Vila, Hernan",,,INFLUENCE OF DIFFERENT ROOTSTOCKS ON THE VEGETATIVE AND REPRODUCTIVE PERFORMANCE OF VITIS VINIFERA L. MALBEC UNDER IRRIGATED CONDITIONS,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,,,,,,,,,,,,,,,,,,"Di Filippo, Marina Laura/0000-0002-9537-2629",,,,,,,,,,,,,1151-0285,,,,,APR-JUN,2011,45,2,,,,,75,84,,,,,,,,,,,,,,,,WOS:000292414300002,View Full Record in Web of Science
C,"Bassoi, LH",,"Pereira, GE; Tonietto, J",,"Bassoi, L. H.",,,Irrigation Management on Wine Grapes in the Tropical Zone,II INTERNATIONAL SYMPOSIUM ON TROPICAL WINES,Acta Horticulturae,,,,2nd International Symposium on Tropical Wines,"MAY 25-28, 2010","Petrolina, BRAZIL",Int Soc Hort Sci (ISHS),,,,,,,,,"Bassoi, Luis H/P-7694-2014","Bassoi, Luis H/0000-0001-9469-8953",,,,,,,,,,,,,0567-7572,2406-6168,978-90-66054-90-5,,,,2011,910,,,,,,83,87,,,,,,,,,,,,,,,,WOS:000313833500005,View Full Record in Web of Science
J,"Alabi, OJ; Martin, RR; Naidu, RA",,,,"Alabi, Olufemi J.; Martin, Robert R.; Naidu, Rayapati A.",,,"Sequence diversity, population genetics and potential recombination events in grapevine rupestris stem pitting-associated virus in Pacific North-West vineyards",JOURNAL OF GENERAL VIROLOGY,,,,,,,,,,,,,,,,,"Alabi, Olufemi J./ABD-9930-2020","Alabi, Olufemi J./0000-0002-2471-7052; Rayapati, Naidu/0000-0002-7273-5116",,,,,,,,,,,,,0022-1317,1465-2099,,,,JAN,2010,91,,1,,,,265,276,,10.1099/vir.0.014423-0,http://dx.doi.org/10.1099/vir.0.014423-0,,,,,,,,19759241,,,,,WOS:000273782200030,View Full Record in Web of Science
J,"Urdanoz, V; Aragues, R",,,,"Urdanoz, V.; Araguees, R.",,,"Three-year field response of drip-irrigated grapevine (Vitis vinifera L., cv. Tempranillo) to soil salinity",PLANT AND SOIL,,,,,,,,,,,,,,,,,"Aragues, Ramon/C-5872-2012",,,,,,,,,,,,,,0032-079X,1573-5036,,,,NOV,2009,324,02-Jan,,,SI,,219,230,,10.1007/s11104-009-9948-6,http://dx.doi.org/10.1007/s11104-009-9948-6,,,,,,,,,,,,,WOS:000271028800015,View Full Record in Web of Science
J,"Brumin, M; Stukalov, S; Haviv, S; Muruganantham, M; Moskovitz, Y; Batuman, O; Fenigstein, A; Mawassi, M",,,,"Brumin, Marina; Stukalov, Svetlana; Haviv, Sabrina; Muruganantham, Mookkan; Moskovitz, Yoni; Batuman, Ozgur; Fenigstein, Annie; Mawassi, Munir",,,Post-transcriptional gene silencing and virus resistance in Nicotiana benthamiana expressing a Grapevine virus A minireplicon,TRANSGENIC RESEARCH,,,,,,,,,,,,,,,,,"Batuman, Ozgur/B-1321-2013","Batuman, Ozgur/0000-0003-3975-2317",,,,,,,,,,,,,0962-8819,1573-9368,,,,JUN,2009,18,3,,,,,331,345,,10.1007/s11248-008-9222-3,http://dx.doi.org/10.1007/s11248-008-9222-3,,,,,,,,18821075,,,,,WOS:000265881600003,View Full Record in Web of Science
J,"Rego, C; Nascimento, T; Cabral, A; Silva, MJ; Oliveira, H",,,,"Rego, Cecilia; Nascimento, Teresa; Cabral, Ana; Silva, Maria Jose; Oliveira, Helena",,,Control of grapevine wood fungi in commercial nurseries,PHYTOPATHOLOGIA MEDITERRANEA,,,,,,,,,,,,,,,,,"Cabral, Ana/J-9799-2013; Nascimento, Teresa/I-4151-2017; Nascimento, Teresa/AFP-2103-2022; Silva, Maria José/AAJ-8949-2021; Cabral, Ana/HTN-0713-2023","Cabral, Ana/0000-0001-5007-7661; Nascimento, Teresa/0000-0002-3966-6788; Nascimento, Teresa/0000-0002-3966-6788; Silva, Maria José/0000-0003-0597-3496; Nunes Farinha Rego, Maria Cecilia/0000-0001-8952-537X; Oliveira, Helena/0000-0002-8274-9757",,,,,,,,,,,,,0031-9465,,,,,APR,2009,48,1,,,SI,,128,135,,,,,,,,,,,,,,,,WOS:000268263600013,View Full Record in Web of Science
J,"Davenport, JR; Keller, M; Mills, LJ",,,,"Davenport, Joan R.; Keller, Markus; Mills, Lynn J.",,,How Cold Can You Go? Frost and Winter Protection for Grape,HORTSCIENCE,,,,,Workshop on Light-Emitting Diodes (LEDs) in Horticulture,18-Jul-07,"Scottsdale, AZ",ASHS,,,,,,,,,,,,,,,,,,,,,,,0018-5345,2327-9834,,,,DEC,2008,43,7,,,,,1966,1969,,10.21273/HORTSCI.43.7.1966,http://dx.doi.org/10.21273/HORTSCI.43.7.1966,,,,,,,,,,,,,WOS:000261082400006,View Full Record in Web of Science
J,"Fuchs, M; Cambra, M; Capote, N; Jelkmann, W; Kundu, J; Laval, V; Martelli, GP; Minafra, A; Petrovic, N; Pfeiffer, P; Pompe-Novak, M; Ravelonandro, M; Saldarelli, P; Stussi-Garaud, C; Vigne, E; Zagrai, I",,,,"Fuchs, M.; Cambra, M.; Capote, N.; Jelkmann, W.; Kundu, J.; Laval, V.; Martelli, G. P.; Minafra, A.; Petrovic, N.; Pfeiffer, P.; Pompe-Novak, M.; Ravelonandro, M.; Saldarelli, P.; Stussi-Garaud, C.; Vigne, E.; Zagrai, I.",,,Safety assessment of transgenic plums and grapevines expressing viral coat protein genes: New insights into real environmental impact of perennial plants engineered for virus resistance,JOURNAL OF PLANT PATHOLOGY,,,,,,,,,,,,,,,,,"Capote, Nieves/C-5432-2016; Álvarez, Mariano Cambra/O-6367-2014; Kundu, Jiban Kumar/AAC-4384-2022","Capote, Nieves/0000-0003-1819-2445; Álvarez, Mariano Cambra/0000-0003-2170-9521; Kundu, Jiban Kumar/0000-0003-0731-016X; VIGNE, Emmanuelle/0000-0002-3287-0786; Saldarelli, Pasquale/0000-0002-8633-7813",,,,,,,,,,,,,1125-4653,2239-7264,,,,MAR,2007,89,1,,,,,5,12,,,,,,,,,,,,,,,,WOS:000245260200001,View Full Record in Web of Science
J,"Fourie, PH; Halleen, F",,,,"Fourie, P. H.; Halleen, F.",,,Chemical and biological protection of grapevine propagation material from trunk disease pathogens,EUROPEAN JOURNAL OF PLANT PATHOLOGY,,,,,,,,,,,,,,,,,,"Halleen, Francois/0000-0002-2348-1201",,,,,,,,,,,,,0929-1873,1573-8469,,,,DEC,2006,116,4,,,,,255,265,,10.1007/s10658-006-9057-9,http://dx.doi.org/10.1007/s10658-006-9057-9,,,,,,,,,,,,,WOS:000241749500002,View Full Record in Web of Science
J,"Gimenez-Jaime, A; Aroca, A; Raposo, R; Garcia-Jimenez, J; Armengol, J",,,,"Gimenez-Jaime, A.; Aroca, A.; Raposo, R.; Garcia-Jimenez, J.; Armengol, J.",,,Occurrence of fungal pathogens associated with grapevine nurseries and the decline of young vines in Spain,JOURNAL OF PHYTOPATHOLOGY,,,,,,,,,,,,,,,,,"RAPOSO, Rosa/A-3185-2012; Armengol, Josep/HJY-5906-2023; Aroca, Angeles/G-1162-2014","RAPOSO, Rosa/0000-0002-4893-6874; Armengol, Josep/0000-0003-3815-8578; Aroca, Angeles/0000-0003-4915-170X",,,,,,,,,,,,,0931-1785,,,,,OCT,2006,154,10,,,,,598,602,,10.1111/j.1439-0434.2006.01153.x,http://dx.doi.org/10.1111/j.1439-0434.2006.01153.x,,,,,,,,,,,,,WOS:000240528000004,View Full Record in Web of Science
J,"Brunetto, G; Kaminski, J; de Melo, GW; dos Santos, DR",,,,"Brunetto, Gustavo; Kaminski, Joao; de Melo, George Wellington; Rheinheimer dos Santos, Danilo",,,Recovery and distribution of supplied nitrogen to young grapevines,PESQUISA AGROPECUARIA BRASILEIRA,,,,,,,,,,,,,,,,,"dos Santos, Danilo Rheinheimer/E-3702-2015","dos Santos, Danilo Rheinheimer/0000-0003-1085-7617",,,,,,,,,,,,,0100-204X,1678-3921,,,,AUG,2006,41,8,,,,,1299,1304,,10.1590/S0100-204X2006000800013,http://dx.doi.org/10.1590/S0100-204X2006000800013,,,,,,,,,,,,,WOS:000241703800013,View Full Record in Web of Science
J,"Retief, E; McLeod, A; Fourie, PH",,,,"Retief, E.; McLeod, A.; Fourie, P. H.",,,Potential inoculum sources of Phaeomoniella chlamydospora in South African grapevine nurseries,EUROPEAN JOURNAL OF PLANT PATHOLOGY,,,,,,,,,,,,,,,,,"McLeod, Adele A/D-4025-2012","McLeod, Adele A/0000-0002-1807-9154",,,,,,,,,,,,,0929-1873,1573-8469,,,,JUL,2006,115,3,,,,,331,339,,10.1007/s10658-006-9025-4,http://dx.doi.org/10.1007/s10658-006-9025-4,,,,,,,,32214676,,,,,WOS:000238775500006,View Full Record in Web of Science
J,"Pathirana, R; McKenzie, MJ",,,,"Pathirana, R; McKenzie, MJ",,,Early detection of grapevine leafroll virus in Vitis vinifera using in vitro micrografting,PLANT CELL TISSUE AND ORGAN CULTURE,,,,,,,,,,,,,,,,,"McKenzie, Marian J/D-1701-2016; Pathirana, Ranjith/O-1318-2019; Pathirana, Ranjith/E-6239-2010","McKenzie, Marian J/0000-0002-0192-5799; Pathirana, Ranjith/0000-0003-0838-5163; Pathirana, Ranjith/0000-0003-0838-5163",,,,,,,,,,,,,0167-6857,1573-5044,,,,APR,2005,81,1,,,,,11,18,,10.1007/s11240-004-2498-y,http://dx.doi.org/10.1007/s11240-004-2498-y,,,,,,,,,,,,,WOS:000227697600002,View Full Record in Web of Science
J,"Grosser, JW; Chandler, JL",,,,"Grosser, JW; Chandler, JL",,,"Somatic hybridization of high yield, cold-hardy and disease resistant parents for citrus rootstock improvement",JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462-0316,2380-4084,,,,NOV,2000,75,6,,,,,641,644,,10.1080/14620316.2000.11511300,http://dx.doi.org/10.1080/14620316.2000.11511300,,,,,,,,,,,,,WOS:000165668800004,View Full Record in Web of Science
C,"Moore, GA; Luth, D; Febres, VJ; McCaffery, M; Garnsey, SM; Niblett, CL",,"Goren, R; Goldschmidt, EE",,"Moore, GA; Luth, D; Febres, VJ; McCaffery, M; Garnsey, SM; Niblett, CL",,,Agrobacterium-mediated transformation of grapefruit (Citrus paradisi Macf.) with genes from citrus tristeza virus,PROCEEDINGS OF THE FIRST INTERNATIONAL SYMPOSIUM ON CITRUS BIOTECHNOLOGY,ACTA HORTICULTURAE,,,,1st International Symposium on Citrus Biotechnology,"NOV 29-DEC 03, 1998","ELAT, ISRAEL","Int Soc Hort Sci,Int Soc Citriculture",,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-962-1,,,,2000,,535,,,,,237,244,,10.17660/ActaHortic.2000.535.29,http://dx.doi.org/10.17660/ActaHortic.2000.535.29,,,,,,,,,,,,,WOS:000166400700029,View Full Record in Web of Science
C,"Porten, M; Schmid, J; Ruhl, EH",,"Ferreira, MI; Jones, HG",,"Porten, M; Schmid, J; Ruhl, EH",,,Sap flow measurements on phylloxera infested grapevines,"PROCEEDINGS OF THE THIRD INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS, VOLS 1 AND 2",ACTA HORTICULTURAE,,,,3rd International Symposium on Irrigation of Horticultural Crops,"JUN 28-JUL 02, 1999","ESTORIL, PORTUGAL","Int Soc Hort Sci,Junta Turisma Costa Estoril,Minist Agr Desenvolvimento Rural Pescas,Fdn Ciencia & Tecnol,Fdn Luso Amer Desenvolvimento,Reitoria Univ Tecn Lisboa,Adubos Portugal",,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-913-3,,,,2000,,537,,,,,367,373,,10.17660/ActaHortic.2000.537.43,http://dx.doi.org/10.17660/ActaHortic.2000.537.43,,,,,,,,,,,,,WOS:000166608800043,View Full Record in Web of Science
C,"Schmid, J; Schultz, HR",,"Ferreira, MI; Jones, HG",,"Schmid, J; Schultz, HR",,,Influence of two training systems and irrigation on water consumption of grapevines in the field,"PROCEEDINGS OF THE THIRD INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS, VOLS 1 AND 2",ACTA HORTICULTURAE,,,,3rd International Symposium on Irrigation of Horticultural Crops,"JUN 28-JUL 02, 1999","ESTORIL, PORTUGAL","Int Soc Hort Sci,Junta Turisma Costa Estoril,Minist Agr Desenvolvimento Rural Pescas,Fdn Ciencia & Tecnol,Fdn Luso Amer Desenvolvimento,Reitoria Univ Tecn Lisboa,Adubos Portugal",,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-913-3,,,,2000,,537,,,,,587,595,,10.17660/ActaHortic.2000.537.70,http://dx.doi.org/10.17660/ActaHortic.2000.537.70,,,,,,,,,,,,,WOS:000166608800070,View Full Record in Web of Science
J,"Grosser, JW; Jiang, J; Louzada, ES; Chandler, JL; Gmitter, FG",,,,"Grosser, JW; Jiang, J; Louzada, ES; Chandler, JL; Gmitter, FG",,,"Somatic hybridization, an integral component of citrus cultivar improvement: II. Rootstock improvement",HORTSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0018-5345,,,,,OCT,1998,33,6,,,,,1060,1061,,10.21273/HORTSCI.33.6.1060,http://dx.doi.org/10.21273/HORTSCI.33.6.1060,,,,,,,,,,,,,WOS:000076747500038,View Full Record in Web of Science
C,"Walker, MA; Jin, JM",,"Hajdu, E",,"Walker, MA; Jin, JM",,,Development of resistant rootstocks to control Xiphinema index and fanleaf degeneration,INTERNATIONAL SYMPOSIUM ON THE IMPORTANCE OF VARIETIES AND CLONES IN THE PRODUCTION OF QUALITY WINE,ACTA HORTICULTURAE,,,,International Symposium on the Importance of Varieties and Clones in the Production of Quality Wine,"AUG 24-28, 1998","KECSKEMET, HUNGARY","Int Soc Hort Sci, Viticulture Sect,Res Inst Viticulture & Enology Kecskemet",,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-900-1,,,,1998,,473,,,,,113,120,,,,,,,,,,,,,,,,WOS:000077153000011,View Full Record in Web of Science
J,"Monis, J; Bestwick, RK",,,,"Monis, J; Bestwick, RK",,,Serological detection of grapevine associated closteroviruses in infected grapevine cultivars,PLANT DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-2917,,,,,JUL,1997,81,7,,,,,802,808,,10.1094/PDIS.1997.81.7.802,http://dx.doi.org/10.1094/PDIS.1997.81.7.802,,,,,,,,30861898,,,,,WOS:A1997XN28600023,View Full Record in Web of Science
C,"Ben Abdallah, F; Fnayou, A; Ghorbel, A",,"Kuden, AB; Kuden, A",,"Ben Abdallah, F; Fnayou, A; Ghorbel, A",,,Micrografting as a new rapid method for selection of indigenous Tunisian grapevine varieties,FIFTH INTERNATIONAL SYMPOSIUM ON TEMPERATE ZONE FRUITS IN THE TROPICS AND SUBTROPICS - PROCEEDINGS,ACTA HORTICULTURAE,,,,5th International Symposium on Temperate Zone Fruits in the Tropics and Subtropics,"MAY 29-JUN 01, 1996","ADANA, TURKEY",Int Soc Hort Sci,,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-948-6,,,,1997,,441,,,,,237,244,,10.17660/ActaHortic.1997.441.32,http://dx.doi.org/10.17660/ActaHortic.1997.441.32,,,,,,,,,,,,,WOS:000073700400032,View Full Record in Web of Science
C,"Viss, WJ; Driver, JA",,,BRIT CROP PROTECT COUNCIL,"Viss, WJ; Driver, JA",,,Key grapevine pests and diseases in North America and resistance through genetic engineering,"BRIGHTON CROP PROTECTION CONFERENCE: PESTS & DISEASES - 1996, VOLS 1-3",,,,,Brighton Crop Protection Conference on Pests and Diseases - 1996,"NOV 18-21, 1996","BRIGHTON, ENGLAND",Brit Crop Protect Council,,,,,,,,,,,,,,,,,,,,,,,,,0-948404-99-X,,,,1996,,,,,,,125,130,,,,,,,,,,,,,,,,WOS:A1996BG73G00017,View Full Record in Web of Science
J,"LAHOGUE, F; BOULARD, G; SCHNEIDER, C",,,,"LAHOGUE, F; BOULARD, G; SCHNEIDER, C",,,COMPARISON OF THE VIRAL TRANSMISSION EFFICIENCY OF DIFFERENT GRAFTING TECHNIQUES ON GRAPEVINES,VITIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0042-7500,,,,,SEP,1995,34,3,,,,,177,183,,,,,,,,,,,,,,,,WOS:A1995TB14200009,View Full Record in Web of Science
J,"GILLINGS, M; OPHELKELLER, K",,,,"GILLINGS, M; OPHELKELLER, K",,,COMPARISON OF STRAINS OF AGROBACTERIUM-VITIS FROM GRAPEVINE SOURCE AREAS IN AUSTRALIA,AUSTRALASIAN PLANT PATHOLOGY,,,,,,,,,,,,,,,,,"Gillings, Michael R/C-6553-2008; Gillings, Michael/AAF-5772-2020","Gillings, Michael R/0000-0002-4043-4351; Gillings, Michael/0000-0002-4043-4351",,,,,,,,,,,,,0815-3191,,,,,,1995,24,1,,,,,29,37,,10.1071/APP9950029,http://dx.doi.org/10.1071/APP9950029,,,,,,,,,,,,,WOS:A1995TG03900006,View Full Record in Web of Science
J,"Oliver, JE; Fuchs, M",,,,"Oliver, Jonathan E.; Fuchs, Marc",,,Tolerance and Resistance to Viruses and Their Vectors in Vitis sp.: A Virologist's Perspective of the Literature,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,"Oliver, Jonathan/0000-0003-2692-5055",,,,,,,,,,,,,0002-9254,1943-7749,,,,,2011,62,4,,,,,438,451,,10.5344/ajev.2011.11036,http://dx.doi.org/10.5344/ajev.2011.11036,,,,,,,,,,,,,WOS:000298125500003,View Full Record in Web of Science
J,"Chilukamarri, L; Ashrafzadeh, S; Leung, DWM",,,,"Chilukamarri, Laxmi; Ashrafzadeh, Seyedardalan; Leung, David W. M.",,,In-vitro grafting - Current applications and future prospects,SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0304-4238,1879-1018,,,,05-Apr,2021,280,,,,,,,,109899,10.1016/j.scienta.2021.109899,http://dx.doi.org/10.1016/j.scienta.2021.109899,,Jan-21,,,,,,,,,,,WOS:000615164300002,View Full Record in Web of Science
J,"de Paula, BV; Marques, ACR; Rodrigues, LAT; de Souza, ROS; Kulmann, MSD; Kaminski, J; Ceretta, CA; de Melo, GWB; Mayer, NA; Antunes, LE; Ricachenevsky, FK; Nicoloso, FT; Brunetto, G",,,,"de Paula, Betania Vahl; Ramos Marques, Anderson Cesar; Telles Rodrigues, Lucas Antonio; Schneider de Souza, Rodrigo Otavio; de Souza Kulmann, Matheus Severo; Kaminski, Joao; Ceretta, Carlos Alberto; Bastos de Melo, George Wellington; Mayer, Newton Alex; Antunes, Luis Eduardo; Ricachenevsky, Felipe Klein; Nicoloso, Fernando Teixeira; Brunetto, Gustavo",,,Morphological and kinetic parameters of the uptake of nitrogen forms in clonal peach rootstocks,SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,"Ricachenevsky, Felipe Klein/E-2386-2013; Kulmann, Matheus S S/M-3355-2017; Marques, Anderson Cesar Ramos/U-4618-2019; Antunes, Luis Eduardo Corrêa/C-5426-2013; Nicoloso, Fernando Teixeira/J-7498-2016","Ricachenevsky, Felipe Klein/0000-0001-5429-3759; Marques, Anderson Cesar Ramos/0000-0003-0866-8761; Antunes, Luis Eduardo Corrêa/0000-0002-0341-1476; Severo de Souza Kulmann, Matheus/0000-0001-9892-4057",,,,,,,,,,,,,0304-4238,1879-1018,,,,15-Sep,2018,239,,,,,,205,209,,10.1016/j.scienta.2018.05.038,http://dx.doi.org/10.1016/j.scienta.2018.05.038,,,,,,,,,,,,,WOS:000437076600025,View Full Record in Web of Science
C,"Becker, A; Schartl, A; Herrmann, JV",,"Hajdu, E; Borbas, E",,"Becker, A; Schartl, A; Herrmann, JV",,,Newly bred varieties of phylloxera tolerant rootstocks,"PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON GRAPE GENETICS AND BREEDING, VOLS 1 AND 2",ACTA HORTICULTURAE,,,,8th International Conference on Grape Genetics and Breeding,"AUG 26-31, 2002","KECSKEMET, HUNGARY","Res Inst Vine & Wine,Int Soc Hort Sci",,,,,,,,,,,,,,,,,,,,,,,0567-7572,,90-6605-956-7,,,,2003,,603,,,,,745,748,,10.17660/ActaHortic.2003.603.105,http://dx.doi.org/10.17660/ActaHortic.2003.603.105,,,,,,,,,,,,,WOS:000183949700105,View Full Record in Web of Science
J,"Wu, Y; Henderson, SW; Walker, RR; Gilliham, M",,,,"Wu, Yue; Henderson, Sam W.; Walker, Rob R.; Gilliham, Matthew",,,Root-Specific Expression of Vitis vinifera VviNPF2.2 Modulates Shoot Anion Concentration in Transgenic Arabidopsis,FRONTIERS IN PLANT SCIENCE,,,,,,,,,,,,,,,,,"Henderson, Sam W/S-3025-2017; Gilliham, Matthew/Y-4403-2019","Henderson, Sam W/0000-0003-3019-1891; Gilliham, Matthew/0000-0003-0666-3078",,,,,,,,,,,,,1664-462X,,,,,25-May,2022,13,,,,,,,,863971,10.3389/fpls.2022.863971,http://dx.doi.org/10.3389/fpls.2022.863971,,,,,,,,35693188,,,,,WOS:000807854800001,View Full Record in Web of Science
J,"Savi, T; Herrera, JC; Forneck, A",,,,"Savi, Tadeja; Herrera, Jose Carlos; Forneck, Astrid",,,Leaf vs. Whole-Plant Biotic Attack: Does Vine Physiological Response Change?,WATER,,,,,,,,,,,,,,,,,"Savi, Tadeja/GSE-6184-2022","Forneck, Astrid/0000-0003-2540-3714; Herrera, Jose/0000-0001-9532-5809; Savi, Tadeja/0000-0001-7585-763X",,,,,,,,,,,,,,2073-4441,,,,MAY,2021,13,10,,,,,,,1429,10.3390/w13101429,http://dx.doi.org/10.3390/w13101429,,,,,,,,,,,,,WOS:000655150500001,View Full Record in Web of Science
J,"Aldrich, DJ; Bester, R; Burger, J; Maree, HJ",,,,"Aldrich, D. J.; Bester, R.; Burger, J.; Maree, H. J.",,,Characterisation of different GLRaV-3 variant infections by determining virus concentration ratios and miRNA expression profiles,VITIS,,,,,,,,,,,,,,,,,"Bester, Rachelle/AAZ-2127-2020; Bester, Rachelle/AAY-2621-2020; Maree, Hans/F-5846-2012","Bester, Rachelle/0000-0002-2226-0968; Maree, Hans/0000-0001-9639-4558",,,,,,,,,,,,,0042-7500,,,,,,2019,58,3,,,,,79,86,,10.5073/vitis.2019.58.79-86,http://dx.doi.org/10.5073/vitis.2019.58.79-86,,,,,,,,,,,,,WOS:000480417100001,View Full Record in Web of Science
J,"Cancela, JJ; Fandino, M; Gonzalez, XP; Rey, BJ; Miras-Avalos, JM",,,,"Cancela, Javier J.; Fandino, Maria; Gonzalez, Xesus P.; Rey, Benjamin J.; Miras-Avalos, Jose M.",,,Seasonal variation of macro and micronutrients in blades and petioles of Vitis vinifera L. cv. Mencia and Souson,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,,,,,,,,,,,,,,,,,"Mirás-Avalos, Jose Manuel/G-4806-2011; Cancela, Javier J./I-3253-2014","Mirás-Avalos, Jose Manuel/0000-0003-4745-5929; Cancela, Javier J./0000-0003-2089-7778",,,,,,,,,,,,,1436-8730,1522-2624,,,,AUG,2018,181,4,,,,,498,515,,10.1002/jpln.201700446,http://dx.doi.org/10.1002/jpln.201700446,,,,,,,,,,,,,WOS:000440553000003,View Full Record in Web of Science
J,"Callen, ST; Klein, LL; Miller, AJ",,,,"Callen, Steven T.; Klein, Laura L.; Miller, Allison J.",,,Climatic Niche Characterization of 13 North American Vitis Species,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,"Miller, Allison/F-2293-2019","Miller, Allison/0000-0002-2722-9361",,,,,,,,,,,,,0002-9254,1943-7749,,,,JUL,2016,67,3,,,,,339,349,,10.5344/ajev.2016.15110,http://dx.doi.org/10.5344/ajev.2016.15110,,,,,,,,,,,,,WOS:000379233100008,View Full Record in Web of Science
C,"Allen, LH; Calvert, DV; Cohen, M; Pelosi, RR; Rogers, JS; Stewart, EH",,,Fla State Hort Soc,"Allen, Leon Hartwell; Calvert, David, V; Cohen, Mortimer; Pelosi, Robert R.; Rogers, James S.; Stewart, Ernest H.",,,The Florida Citrus Soil Water Atmosphere Plant (SWAP) Project: Final Summary of Cumulative Yields and Tree Health,"PROCEEDINGS OF THE FLORIDA STATE HORTICULTURAL SOCIETY, VOL 127, 2014",PROCEEDINGS OF THE FLORIDA STATE HORTICULTURAL SOCIETY,,,,127th Annual Meeting of the Florida-State-Horticultural-Society (FSHS),"JUN 01-03, 2014","Clearwater Beach, FL",Florida State Horticultural Soc,,,,,,,,,,,,,,,,,,,,,,,0886-7283,,,,,,2014,127,,,,,,45,52,,,,,,,,,,,,,,,,WOS:000692051800013,View Full Record in Web of Science
